"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-02-27","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-03-05","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","55","","","","0"
"2016-03-12","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2016-03-19","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-03-26","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-04-02","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-04-09","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-04-16","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2016-04-23","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2016-04-30","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2016-05-07","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-05-14","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-05-21","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2016-05-28","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2016-06-04","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-06-11","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-06-18","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-06-25","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","60","","","","0"
"2016-07-02","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-07-09","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-07-16","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-07-23","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-07-30","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-08-06","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-08-13","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","55","","","","0"
"2016-08-20","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-08-27","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-09-03","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-09-10","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-09-17","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-09-24","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-10-01","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2016-10-08","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-10-15","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2016-10-22","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-10-29","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2016-11-05","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-11-12","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-11-19","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-11-26","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2016-12-03","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-12-10","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2016-12-17","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2016-12-24","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2016-12-31","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2017-01-07","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2017-01-14","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2017-01-21","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2017-01-28","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2017-02-04","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","55","","","","0"
"2017-02-11","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","25","","","","0"
"2017-02-18","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2017-02-25","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","45","","","","0"
"2017-03-04","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2017-03-11","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2017-03-18","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2017-03-25","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2017-04-01","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2017-04-08","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","40","","","","0"
"2017-04-15","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
"2017-04-22","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","30","","","","0"
"2017-04-29","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","35","","","","0"
"2017-05-06","Quebec, place of occurrence","2016A000224","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320399","6.2.1.1","50","","","","0"
